key,student_geoid_hashed,student_state,nearest_campus_id,nearest_campus_hashed_geoid,nearest_campus_state,nearest_campus_distance
5954,a65649,TX,11,a66091,TX,49.3194
2925,a31674,MA,66,a13186,CT,49.2057
1555,a21635,IL,16,a22078,IL,11.1211
412,a12404,CO,30,a12127,CO,2.71135
2211,a25003,IN,4,a24882,IN,49.0342
762,a13260,CT,57,a13101,CT,45.6509
3554,a41879,NJ,67,a41808,NJ,33.1584
6008,a65999,TX,11,a66091,TX,49.3194
4247,a44351,NY,2,a42598,NJ,14.115
169,a11838,CO,30,a12127,CO,2.71135
2842,a31077,MD,15,a30451,MD,22.607
1609,a21741,IL,16,a22078,IL,11.1211
4160,a43517,NY,18,a46880,NY,22.6004
4592,a46203,NY,14,a40859,NJ,36.6716
2115,a24880,IN,4,a24882,IN,49.0342
3479,a41792,NJ,67,a41808,NJ,33.1584
147,a11811,CO,30,a12127,CO,2.71135
3405,a41621,NJ,14,a40859,NJ,36.6716
752,a13248,CT,66,a13186,CT,49.2057
1946,a23236,IL,16,a22078,IL,11.1211
3029,a40819,NJ,14,a40859,NJ,36.6716
517,a12859,CO,30,a12127,CO,2.71135
277,a12039,CO,30,a12127,CO,2.71135
4500,a45476,NY,18,a46880,NY,22.6004
2109,a24871,IN,4,a24882,IN,49.0342
1815,a22292,IL,16,a22078,IL,11.1211
774,a13273,CT,66,a13186,CT,49.2057
3021,a40805,NJ,2,a42598,NJ,14.115
2393,a29923,MD,15,a30451,MD,22.607
1641,a21889,IL,16,a22078,IL,11.1211
5731,a62997,TX,11,a66091,TX,49.3194
3316,a41434,NJ,2,a42598,NJ,14.115
19,a11640,CO,30,a12127,CO,2.71135
873,a13435,CT,58,a13035,CT,27.775
456,a12469,CO,30,a12127,CO,2.71135
592,a13044,CT,58,a13035,CT,27.775
165,a11831,CO,30,a12127,CO,2.71135
901,a13481,CT,66,a13186,CT,49.2057
2582,a30475,MD,15,a30451,MD,22.607
3458,a41729,NJ,5,a58089,PA,35.3072
2152,a24929,IN,4,a24882,IN,49.0342
2075,a24637,IN,4,a24882,IN,49.0342
1489,a21424,IL,16,a22078,IL,11.1211
5723,a62981,TX,11,a66091,TX,49.3194
520,a12880,CT,18,a46880,NY,22.6004
4355,a44868,NY,2,a42598,NJ,14.115
4831,a47127,NY,2,a42598,NJ,14.115
1895,a22838,IL,16,a22078,IL,11.1211
5262,a58063,PA,5,a58089,PA,35.3072
5310,a60262,TN,17,a60354,TN,48.4827
596,a13051,CT,58,a13035,CT,27.775
1369,a19987,GA,40,a18790,GA,45.353
5289,a58107,PA,5,a58089,PA,35.3072
3550,a41875,NJ,67,a41808,NJ,33.1584
717,a13200,CT,57,a13101,CT,45.6509
5327,a60337,TN,17,a60354,TN,48.4827
2885,a31217,MD,15,a30451,MD,22.607
3427,a41657,NJ,2,a42598,NJ,14.115
5739,a63009,TX,11,a66091,TX,49.3194
3851,a42402,NJ,14,a40859,NJ,36.6716
1583,a21682,IL,16,a22078,IL,11.1211
566,a12996,CT,58,a13035,CT,27.775
5210,a57988,PA,5,a58089,PA,35.3072
5357,a60384,TN,17,a60354,TN,48.4827
3966,a42583,NJ,2,a42598,NJ,14.115
359,a12153,CO,30,a12127,CO,2.71135
5682,a62868,TX,11,a66091,TX,49.3194
3388,a41598,NJ,2,a42598,NJ,14.115
2860,a31147,MD,15,a30451,MD,22.607
672,a13153,CT,66,a13186,CT,49.2057
267,a12019,CO,30,a12127,CO,2.71135
5915,a64881,TX,11,a66091,TX,49.3194
4891,a47207,NY,14,a40859,NJ,36.6716
5165,a57900,PA,5,a58089,PA,35.3072
3599,a41936,NJ,67,a41808,NJ,33.1584
2710,a30739,MD,15,a30451,MD,22.607
3677,a42074,NJ,67,a41808,NJ,33.1584
3045,a40838,NJ,14,a40859,NJ,36.6716
885,a13450,CT,58,a13035,CT,27.775
86,a11712,CO,30,a12127,CO,2.71135
2165,a24951,IN,4,a24882,IN,49.0342
4215,a43625,NY,18,a46880,NY,22.6004
2835,a31054,MD,15,a30451,MD,22.607
3493,a41807,NJ,67,a41808,NJ,33.1584
3039,a40830,NJ,14,a40859,NJ,36.6716
5335,a60350,TN,17,a60354,TN,48.4827
157,a11823,CO,30,a12127,CO,2.71135
1905,a22891,IL,16,a22078,IL,11.1211
2865,a31154,MD,15,a30451,MD,22.607
2322,a25412,IN,4,a24882,IN,49.0342
4599,a46219,NY,14,a40859,NJ,36.6716
5288,a58105,PA,5,a58089,PA,35.3072
569,a13004,CT,58,a13035,CT,27.775
1447,a21329,IL,16,a22078,IL,11.1211
632,a13106,CT,66,a13186,CT,49.2057
2976,a32607,MA,66,a13186,CT,49.2057
5891,a63337,TX,11,a66091,TX,49.3194
3433,a41665,NJ,2,a42598,NJ,14.115
528,a12896,CT,58,a13035,CT,27.775
2025,a24513,IN,4,a24882,IN,49.0342
3544,a41868,NJ,2,a42598,NJ,14.115
5206,a57982,PA,5,a58089,PA,35.3072
3509,a41829,NJ,67,a41808,NJ,33.1584
1813,a22289,IL,16,a22078,IL,11.1211
1158,a18804,GA,40,a18790,GA,45.353
3125,a40935,NJ,14,a40859,NJ,36.6716
813,a13338,CT,66,a13186,CT,49.2057
1146,a18777,GA,40,a18790,GA,45.353
532,a12900,CT,58,a13035,CT,27.775
2382,a29907,MD,15,a30451,MD,22.607
4718,a46700,NY,18,a46880,NY,22.6004
4677,a46556,NY,18,a46880,NY,22.6004
5217,a58003,PA,5,a58089,PA,35.3072
28,a11649,CO,30,a12127,CO,2.71135
5394,a60465,TN,17,a60354,TN,48.4827
960,a13575,CT,57,a13101,CT,45.6509
1994,a24469,IN,4,a24882,IN,49.0342
5728,a62993,TX,11,a66091,TX,49.3194
2744,a30793,MD,15,a30451,MD,22.607
5295,a58131,PA,5,a58089,PA,35.3072
3581,a41914,NJ,14,a40859,NJ,36.6716
320,a12101,CO,30,a12127,CO,2.71135
2397,a29932,MD,15,a30451,MD,22.607
5423,a60970,TN,17,a60354,TN,48.4827
2000,a24476,IN,4,a24882,IN,49.0342
1900,a22851,IL,16,a22078,IL,11.1211
4116,a43398,NY,14,a40859,NJ,36.6716
1237,a19080,GA,40,a18790,GA,45.353
847,a13389,CT,66,a13186,CT,49.2057
430,a12430,CO,30,a12127,CO,2.71135
1964,a23905,IL,16,a22078,IL,11.1211
3047,a40840,NJ,14,a40859,NJ,36.6716
689,a13170,CT,66,a13186,CT,49.2057
545,a12934,CT,58,a13035,CT,27.775
1501,a21441,IL,16,a22078,IL,11.1211
78,a11704,CO,30,a12127,CO,2.71135
1482,a21413,IL,16,a22078,IL,11.1211
4607,a46227,NY,14,a40859,NJ,36.6716
5247,a58045,PA,5,a58089,PA,35.3072
426,a12423,CO,30,a12127,CO,2.71135
1913,a22907,IL,16,a22078,IL,11.1211
4559,a45832,NY,2,a42598,NJ,14.115
5993,a65959,TX,11,a66091,TX,49.3194
4334,a44775,NY,18,a46880,NY,22.6004
279,a12044,CO,30,a12127,CO,2.71135
5359,a60390,TN,17,a60354,TN,48.4827
42,a11665,CO,30,a12127,CO,2.71135
388,a12206,CO,30,a12127,CO,2.71135
1722,a22082,IL,16,a22078,IL,11.1211
1026,a13679,CT,66,a13186,CT,49.2057
5054,a56647,PA,5,a58089,PA,35.3072
3408,a41624,NJ,2,a42598,NJ,14.115
5895,a63396,TX,11,a66091,TX,49.3194
3007,a40786,NJ,14,a40859,NJ,36.6716
3016,a40798,NJ,14,a40859,NJ,36.6716
3348,a41539,NJ,2,a42598,NJ,14.115
4261,a44421,NY,18,a46880,NY,22.6004
4430,a45021,NY,18,a46880,NY,22.6004
5364,a60397,TN,17,a60354,TN,48.4827
5375,a60414,TN,17,a60354,TN,48.4827
2998,a40773,NJ,2,a42598,NJ,14.115
4288,a44563,NY,2,a42598,NJ,14.115
2124,a24889,IN,4,a24882,IN,49.0342
5629,a62747,TX,11,a66091,TX,49.3194
1086,a18402,GA,40,a18790,GA,45.353
245,a11988,CO,30,a12127,CO,2.71135
805,a13325,CT,66,a13186,CT,49.2057
4246,a44347,NY,18,a46880,NY,22.6004
3365,a41562,NJ,2,a42598,NJ,14.115
3886,a42474,NJ,67,a41808,NJ,33.1584
1502,a21444,IL,16,a22078,IL,11.1211
4739,a46839,NY,18,a46880,NY,22.6004
3976,a42593,NJ,2,a42598,NJ,14.115
1712,a22066,IL,16,a22078,IL,11.1211
249,a11993,CO,30,a12127,CO,2.71135
825,a13358,CT,57,a13101,CT,45.6509
3225,a41320,NJ,2,a42598,NJ,14.115
3448,a41703,NJ,67,a41808,NJ,33.1584
2155,a24937,IN,4,a24882,IN,49.0342
2093,a24844,IN,4,a24882,IN,49.0342
175,a11848,CO,30,a12127,CO,2.71135
5425,a60972,TN,17,a60354,TN,48.4827
743,a13238,CT,57,a13101,CT,45.6509
4824,a47117,NY,2,a42598,NJ,14.115
5621,a62721,TX,11,a66091,TX,49.3194
5646,a62798,TX,11,a66091,TX,49.3194
2748,a30798,MD,15,a30451,MD,22.607
5692,a62900,TX,11,a66091,TX,49.3194
2634,a30587,MD,15,a30451,MD,22.607
2437,a30011,MD,15,a30451,MD,22.607
1202,a18988,GA,40,a18790,GA,45.353
3921,a42519,NJ,2,a42598,NJ,14.115
1013,a13662,CT,66,a13186,CT,49.2057
510,a12848,CO,30,a12127,CO,2.71135
3813,a42360,NJ,14,a40859,NJ,36.6716
293,a12064,CO,30,a12127,CO,2.71135
1944,a23233,IL,16,a22078,IL,11.1211
2891,a31304,MA,66,a13186,CT,49.2057
3685,a42088,NJ,2,a42598,NJ,14.115
2761,a30816,MD,15,a30451,MD,22.607
6044,a66057,TX,11,a66091,TX,49.3194
979,a13608,CT,66,a13186,CT,49.2057
4539,a45766,NY,18,a46880,NY,22.6004
1224,a19056,GA,40,a18790,GA,45.353
4089,a43346,NY,18,a46880,NY,22.6004
2378,a29903,MD,15,a30451,MD,22.607
3483,a41796,NJ,67,a41808,NJ,33.1584
1780,a22216,IL,16,a22078,IL,11.1211
163,a11829,CO,30,a12127,CO,2.71135
146,a11809,CO,30,a12127,CO,2.71135
2637,a30592,MD,15,a30451,MD,22.607
318,a12099,CO,30,a12127,CO,2.71135
2557,a30436,MD,15,a30451,MD,22.607
6073,a66094,TX,11,a66091,TX,49.3194
6062,a66080,TX,11,a66091,TX,49.3194
3551,a41876,NJ,67,a41808,NJ,33.1584
1866,a22532,IL,16,a22078,IL,11.1211
3070,a40868,NJ,14,a40859,NJ,36.6716
5371,a60407,TN,17,a60354,TN,48.4827
788,a13290,CT,57,a13101,CT,45.6509
3877,a42433,NJ,2,a42598,NJ,14.115
664,a13143,CT,57,a13101,CT,45.6509
5677,a62859,TX,11,a66091,TX,49.3194
5077,a57194,PA,7,a57195,PA,29.2139
1803,a22264,IL,16,a22078,IL,11.1211
2294,a25164,IN,4,a24882,IN,49.0342
6046,a66059,TX,11,a66091,TX,49.3194
571,a13006,CT,58,a13035,CT,27.775
424,a12420,CO,30,a12127,CO,2.71135
3260,a41357,NJ,67,a41808,NJ,33.1584
371,a12171,CO,30,a12127,CO,2.71135
817,a13345,CT,66,a13186,CT,49.2057
526,a12893,CT,58,a13035,CT,27.775
2999,a40774,NJ,2,a42598,NJ,14.115
1767,a22171,IL,16,a22078,IL,11.1211
95,a11733,CO,30,a12127,CO,2.71135
662,a13141,CT,57,a13101,CT,45.6509
3765,a42228,NJ,2,a42598,NJ,14.115
3749,a42193,NJ,14,a40859,NJ,36.6716
1454,a21339,IL,16,a22078,IL,11.1211
1080,a14092,DC,15,a30451,MD,22.607
4469,a45383,NY,18,a46880,NY,22.6004
3539,a41863,NJ,67,a41808,NJ,33.1584
4989,a47997,NY,18,a46880,NY,22.6004
123,a11784,CO,30,a12127,CO,2.71135
1465,a21361,IL,16,a22078,IL,11.1211
775,a13275,CT,66,a13186,CT,49.2057
6165,a66240,TX,11,a66091,TX,49.3194
2643,a30604,MD,15,a30451,MD,22.607
2735,a30782,MD,15,a30451,MD,22.607
5243,a58039,PA,5,a58089,PA,35.3072
4189,a43573,NY,18,a46880,NY,22.6004
4476,a45394,NY,18,a46880,NY,22.6004
330,a12111,CO,30,a12127,CO,2.71135
3321,a41445,NJ,14,a40859,NJ,36.6716
3820,a42368,NJ,2,a42598,NJ,14.115
3531,a41854,NJ,67,a41808,NJ,33.1584
1527,a21556,IL,16,a22078,IL,11.1211
1658,a21937,IL,16,a22078,IL,11.1211
4224,a43898,NY,14,a40859,NJ,36.6716
3436,a41681,NJ,2,a42598,NJ,14.115
777,a13277,CT,66,a13186,CT,49.2057
4642,a46362,NY,18,a46880,NY,22.6004
2695,a30715,MD,15,a30451,MD,22.607
3583,a41916,NJ,67,a41808,NJ,33.1584
1440,a21322,IL,16,a22078,IL,11.1211
5858,a63248,TX,11,a66091,TX,49.3194
2112,a24875,IN,4,a24882,IN,49.0342
4350,a44856,NY,2,a42598,NJ,14.115
1212,a19024,GA,40,a18790,GA,45.353
2755,a30808,MD,15,a30451,MD,22.607
4195,a43584,NY,18,a46880,NY,22.6004
1066,a14042,DC,15,a30451,MD,22.607
897,a13476,CT,57,a13101,CT,45.6509
572,a13007,CT,58,a13035,CT,27.775
823,a13356,CT,66,a13186,CT,49.2057
373,a12173,CO,30,a12127,CO,2.71135
92,a11726,CO,30,a12127,CO,2.71135
35,a11657,CO,30,a12127,CO,2.71135
653,a13129,CT,57,a13101,CT,45.6509
2242,a25055,IN,4,a24882,IN,49.0342
3030,a40820,NJ,14,a40859,NJ,36.6716
3361,a41557,NJ,2,a42598,NJ,14.115
5426,a60973,TN,17,a60354,TN,48.4827
5530,a61500,TN,17,a60354,TN,48.4827
891,a13467,CT,58,a13035,CT,27.775
4873,a47179,NY,14,a40859,NJ,36.6716
3230,a41325,NJ,2,a42598,NJ,14.115
5089,a57424,PA,7,a57195,PA,29.2139
501,a12832,CO,30,a12127,CO,2.71135
435,a12439,CO,30,a12127,CO,2.71135
5152,a57862,PA,5,a58089,PA,35.3072
37,a11660,CO,30,a12127,CO,2.71135
3335,a41504,NJ,5,a58089,PA,35.3072
2461,a30088,MD,15,a30451,MD,22.607
5260,a58061,PA,7,a57195,PA,29.2139
111,a11765,CO,30,a12127,CO,2.71135
6151,a66223,TX,11,a66091,TX,49.3194
2731,a30772,MD,15,a30451,MD,22.607
5851,a63231,TX,11,a66091,TX,49.3194
4615,a46236,NY,14,a40859,NJ,36.6716
203,a11897,CO,30,a12127,CO,2.71135
5025,a56003,PA,5,a58089,PA,35.3072
5709,a62953,TX,11,a66091,TX,49.3194
2660,a30636,MD,15,a30451,MD,22.607
1771,a22184,IL,16,a22078,IL,11.1211
4899,a47421,NY,18,a46880,NY,22.6004
4979,a47968,NY,18,a46880,NY,22.6004
296,a12068,CO,30,a12127,CO,2.71135
3430,a41661,NJ,2,a42598,NJ,14.115
926,a13516,CT,66,a13186,CT,49.2057
2278,a25094,IN,4,a24882,IN,49.0342
5501,a61152,TN,17,a60354,TN,48.4827
4975,a47953,NY,18,a46880,NY,22.6004
2943,a31701,MA,66,a13186,CT,49.2057
4745,a46862,NY,14,a40859,NJ,36.6716
3116,a40925,NJ,14,a40859,NJ,36.6716
5658,a62831,TX,11,a66091,TX,49.3194
3108,a40914,NJ,14,a40859,NJ,36.6716
5522,a61491,TN,17,a60354,TN,48.4827
4806,a47095,NY,2,a42598,NJ,14.115
1456,a21342,IL,16,a22078,IL,11.1211
4279,a44529,NY,18,a46880,NY,22.6004
1564,a21649,IL,16,a22078,IL,11.1211
2783,a30846,MD,15,a30451,MD,22.607
2113,a24877,IN,4,a24882,IN,49.0342
1186,a18848,GA,40,a18790,GA,45.353
4325,a44728,NY,2,a42598,NJ,14.115
1462,a21356,IL,16,a22078,IL,11.1211
3141,a40991,NJ,67,a41808,NJ,33.1584
680,a13161,CT,66,a13186,CT,49.2057
865,a13424,CT,58,a13035,CT,27.775
2177,a24964,IN,4,a24882,IN,49.0342
5266,a58067,PA,5,a58089,PA,35.3072
3625,a41978,NJ,2,a42598,NJ,14.115
857,a13402,CT,58,a13035,CT,27.775
1921,a22995,IL,16,a22078,IL,11.1211
3423,a41653,NJ,2,a42598,NJ,14.115
73,a11698,CO,30,a12127,CO,2.71135
2737,a30785,MD,15,a30451,MD,22.607
186,a11863,CO,30,a12127,CO,2.71135
3567,a41900,NJ,2,a42598,NJ,14.115
1279,a19347,GA,40,a18790,GA,45.353
4589,a46197,NY,14,a40859,NJ,36.6716
1003,a13652,CT,66,a13186,CT,49.2057
36,a11659,CO,30,a12127,CO,2.71135
5819,a63135,TX,11,a66091,TX,49.3194
6167,a66242,TX,11,a66091,TX,49.3194
405,a12393,CO,30,a12127,CO,2.71135
2899,a31634,MA,66,a13186,CT,49.2057
2953,a31717,MA,66,a13186,CT,49.2057
5785,a63071,TX,11,a66091,TX,49.3194
3999,a42616,NJ,2,a42598,NJ,14.115
2333,a28225,KY,17,a60354,TN,48.4827
4210,a43619,NY,18,a46880,NY,22.6004
2514,a30298,MD,15,a30451,MD,22.607
3584,a41917,NJ,67,a41808,NJ,33.1584
2640,a30596,MD,15,a30451,MD,22.607
4570,a45865,NY,18,a46880,NY,22.6004
1326,a19555,GA,40,a18790,GA,45.353
2630,a30583,MD,15,a30451,MD,22.607
4180,a43556,NY,18,a46880,NY,22.6004
673,a13154,CT,66,a13186,CT,49.2057
906,a13486,CT,57,a13101,CT,45.6509
2960,a31735,MA,66,a13186,CT,49.2057
247,a11990,CO,30,a12127,CO,2.71135
3238,a41334,NJ,2,a42598,NJ,14.115
5886,a63320,TX,11,a66091,TX,49.3194
6082,a66105,TX,11,a66091,TX,49.3194
3989,a42606,NJ,2,a42598,NJ,14.115
5093,a57499,PA,5,a58089,PA,35.3072
241,a11957,CO,30,a12127,CO,2.71135
835,a13374,CT,57,a13101,CT,45.6509
681,a13162,CT,66,a13186,CT,49.2057
6195,a68148,VA,15,a30451,MD,22.607
5598,a62561,TX,11,a66091,TX,49.3194
2609,a30532,MD,15,a30451,MD,22.607
5252,a58050,PA,5,a58089,PA,35.3072
2052,a24553,IN,4,a24882,IN,49.0342
4798,a47081,NY,2,a42598,NJ,14.115
5373,a60410,TN,17,a60354,TN,48.4827
5062,a57152,PA,7,a57195,PA,29.2139
1291,a19400,GA,40,a18790,GA,45.353
5583,a62509,TX,11,a66091,TX,49.3194
2411,a29961,MD,15,a30451,MD,22.607
5885,a63315,TX,11,a66091,TX,49.3194
6002,a65990,TX,11,a66091,TX,49.3194
741,a13236,CT,57,a13101,CT,45.6509
3341,a41527,NJ,2,a42598,NJ,14.115
4286,a44557,NY,18,a46880,NY,22.6004
4300,a44611,NY,18,a46880,NY,22.6004
3735,a42175,NJ,2,a42598,NJ,14.115
205,a11901,CO,30,a12127,CO,2.71135
5570,a62477,TX,11,a66091,TX,49.3194
4887,a47200,NY,14,a40859,NJ,36.6716
3622,a41970,NJ,67,a41808,NJ,33.1584
2033,a24528,IN,4,a24882,IN,49.0342
1399,a21168,IL,16,a22078,IL,11.1211
5797,a63089,TX,11,a66091,TX,49.3194
401,a12387,CO,30,a12127,CO,2.71135
466,a12487,CO,30,a12127,CO,2.71135
3472,a41764,NJ,67,a41808,NJ,33.1584
187,a11864,CO,30,a12127,CO,2.71135
2080,a24716,IN,16,a22078,IL,11.1211
3209,a41302,NJ,2,a42598,NJ,14.115
3438,a41683,NJ,14,a40859,NJ,36.6716
291,a12062,CO,30,a12127,CO,2.71135
5671,a62850,TX,11,a66091,TX,49.3194
2174,a24961,IN,4,a24882,IN,49.0342
3942,a42550,NJ,14,a40859,NJ,36.6716
614,a13086,CT,57,a13101,CT,45.6509
553,a12974,CT,58,a13035,CT,27.775
5441,a61006,TN,17,a60354,TN,48.4827
2047,a24544,IN,4,a24882,IN,49.0342
1117,a18717,GA,40,a18790,GA,45.353
5012,a48081,NY,14,a40859,NJ,36.6716
3495,a41810,NJ,2,a42598,NJ,14.115
4381,a44935,NY,18,a46880,NY,22.6004
3543,a41867,NJ,67,a41808,NJ,33.1584
5334,a60347,TN,17,a60354,TN,48.4827
589,a13037,CT,58,a13035,CT,27.775
3620,a41968,NJ,2,a42598,NJ,14.115
4971,a47938,NY,18,a46880,NY,22.6004
1669,a21966,IL,16,a22078,IL,11.1211
3413,a41629,NJ,2,a42598,NJ,14.115
12,a11633,CO,30,a12127,CO,2.71135
4844,a47146,NY,67,a41808,NJ,33.1584
5405,a60478,TN,17,a60354,TN,48.4827
700,a13181,CT,66,a13186,CT,49.2057
690,a13171,CT,66,a13186,CT,49.2057
1995,a24471,IN,4,a24882,IN,49.0342
3938,a42545,NJ,14,a40859,NJ,36.6716
3695,a42105,NJ,2,a42598,NJ,14.115
5502,a61153,TN,17,a60354,TN,48.4827
2957,a31727,MA,66,a13186,CT,49.2057
4436,a45030,NY,18,a46880,NY,22.6004
474,a12505,CO,30,a12127,CO,2.71135
1207,a19010,GA,40,a18790,GA,45.353
99,a11739,CO,30,a12127,CO,2.71135
1998,a24474,IN,4,a24882,IN,49.0342
5688,a62878,TX,11,a66091,TX,49.3194
112,a11766,CO,30,a12127,CO,2.71135
3147,a41010,NJ,5,a58089,PA,35.3072
2703,a30726,MD,15,a30451,MD,22.607
2148,a24925,IN,4,a24882,IN,49.0342
2493,a30216,MD,15,a30451,MD,22.607
502,a12833,CO,30,a12127,CO,2.71135
6133,a66198,TX,11,a66091,TX,49.3194
3854,a42406,NJ,14,a40859,NJ,36.6716
4743,a46852,NY,18,a46880,NY,22.6004
3071,a40869,NJ,14,a40859,NJ,36.6716
523,a12890,CT,58,a13035,CT,27.775
3968,a42585,NJ,2,a42598,NJ,14.115
2351,a29862,MD,15,a30451,MD,22.607
3759,a42218,NJ,67,a41808,NJ,33.1584
1083,a18392,GA,40,a18790,GA,45.353
2958,a31731,MA,66,a13186,CT,49.2057
4784,a47053,NY,2,a42598,NJ,14.115
5708,a62947,TX,11,a66091,TX,49.3194
3089,a40889,NJ,14,a40859,NJ,36.6716
5069,a57164,PA,7,a57195,PA,29.2139
4966,a47928,NY,18,a46880,NY,22.6004
1109,a18700,GA,40,a18790,GA,45.353
4525,a45666,NY,18,a46880,NY,22.6004
5196,a57948,PA,5,a58089,PA,35.3072
5880,a63300,TX,11,a66091,TX,49.3194
3644,a42007,NJ,2,a42598,NJ,14.115
1677,a22010,IL,16,a22078,IL,11.1211
3607,a41947,NJ,67,a41808,NJ,33.1584
1260,a19279,GA,40,a18790,GA,45.353
4723,a46720,NY,18,a46880,NY,22.6004
5596,a62552,TX,11,a66091,TX,49.3194
551,a12957,CT,58,a13035,CT,27.775
5536,a61599,TN,17,a60354,TN,48.4827
4737,a46803,NY,2,a42598,NJ,14.115
641,a13115,CT,57,a13101,CT,45.6509
2844,a31087,MD,15,a30451,MD,22.607
1632,a21854,IL,16,a22078,IL,11.1211
4345,a44827,NY,2,a42598,NJ,14.115
3560,a41887,NJ,67,a41808,NJ,33.1584
2992,a40767,NJ,67,a41808,NJ,33.1584
5664,a62837,TX,11,a66091,TX,49.3194
436,a12440,CO,30,a12127,CO,2.71135
4983,a47982,NY,67,a41808,NJ,33.1584
2827,a30981,MD,15,a30451,MD,22.607
3206,a41299,NJ,2,a42598,NJ,14.115
3084,a40884,NJ,14,a40859,NJ,36.6716
5744,a63017,TX,11,a66091,TX,49.3194
2082,a24719,IN,16,a22078,IL,11.1211
2520,a30315,MD,15,a30451,MD,22.607
6117,a66158,TX,11,a66091,TX,49.3194
563,a12992,CT,58,a13035,CT,27.775
5568,a62474,TX,11,a66091,TX,49.3194
3496,a41814,NJ,2,a42598,NJ,14.115
2930,a31682,MA,66,a13186,CT,49.2057
2192,a24981,IN,4,a24882,IN,49.0342
5982,a65938,TX,11,a66091,TX,49.3194
1033,a13686,CT,66,a13186,CT,49.2057
5757,a63035,TX,11,a66091,TX,49.3194
5869,a63269,TX,11,a66091,TX,49.3194
6113,a66150,TX,11,a66091,TX,49.3194
361,a12156,CO,30,a12127,CO,2.71135
2656,a30628,MD,15,a30451,MD,22.607
2861,a31150,MD,15,a30451,MD,22.607
3204,a41297,NJ,2,a42598,NJ,14.115
4313,a44669,NY,18,a46880,NY,22.6004
403,a12390,CO,30,a12127,CO,2.71135
1029,a13682,CT,66,a13186,CT,49.2057
863,a13417,CT,66,a13186,CT,49.2057
6142,a66210,TX,11,a66091,TX,49.3194
5991,a65957,TX,11,a66091,TX,49.3194
6003,a65991,TX,11,a66091,TX,49.3194
196,a11882,CO,30,a12127,CO,2.71135
3015,a40797,NJ,14,a40859,NJ,36.6716
618,a13090,CT,57,a13101,CT,45.6509
2878,a31200,MD,15,a30451,MD,22.607
4829,a47125,NY,67,a41808,NJ,33.1584
3378,a41583,NJ,2,a42598,NJ,14.115
5461,a61028,TN,17,a60354,TN,48.4827
3720,a42147,NJ,14,a40859,NJ,36.6716
2568,a30450,MD,15,a30451,MD,22.607
2136,a24904,IN,4,a24882,IN,49.0342
2636,a30589,MD,15,a30451,MD,22.607
4172,a43539,NY,18,a46880,NY,22.6004
3681,a42083,NJ,2,a42598,NJ,14.115
809,a13331,CT,57,a13101,CT,45.6509
269,a12022,CO,30,a12127,CO,2.71135
2424,a29983,MD,15,a30451,MD,22.607
5608,a62687,TX,11,a66091,TX,49.3194
5843,a63222,TX,11,a66091,TX,49.3194
475,a12506,CO,30,a12127,CO,2.71135
4333,a44764,NY,18,a46880,NY,22.6004
1210,a19016,GA,40,a18790,GA,45.353
2907,a31647,MA,66,a13186,CT,49.2057
3304,a41414,NJ,2,a42598,NJ,14.115
5504,a61157,TN,17,a60354,TN,48.4827
1149,a18790,GA,40,a18790,GA,45.353
840,a13379,CT,57,a13101,CT,45.6509
2086,a24735,IN,16,a22078,IL,11.1211
1969,a23959,IL,16,a22078,IL,11.1211
4603,a46223,NY,14,a40859,NJ,36.6716
3712,a42129,NJ,14,a40859,NJ,36.6716
1738,a22099,IL,16,a22078,IL,11.1211
4033,a42658,NJ,2,a42598,NJ,14.115
16,a11637,CO,30,a12127,CO,2.71135
2694,a30713,MD,15,a30451,MD,22.607
6134,a66199,TX,11,a66091,TX,49.3194
3792,a42335,NJ,14,a40859,NJ,36.6716
2824,a30910,MD,15,a30451,MD,22.607
5585,a62511,TX,11,a66091,TX,49.3194
2964,a31747,MA,66,a13186,CT,49.2057
4822,a47114,NY,2,a42598,NJ,14.115
5867,a63267,TX,11,a66091,TX,49.3194
935,a13532,CT,66,a13186,CT,49.2057
3487,a41801,NJ,67,a41808,NJ,33.1584
3631,a41986,NJ,67,a41808,NJ,33.1584
2617,a30567,MD,15,a30451,MD,22.607
609,a13081,CT,66,a13186,CT,49.2057
1201,a18986,GA,40,a18790,GA,45.353
1157,a18803,GA,40,a18790,GA,45.353
2319,a25373,IN,4,a24882,IN,49.0342
3055,a40851,NJ,14,a40859,NJ,36.6716
5360,a60392,TN,17,a60354,TN,48.4827
1884,a22662,IL,16,a22078,IL,11.1211
6141,a66209,TX,11,a66091,TX,49.3194
193,a11878,CO,30,a12127,CO,2.71135
1726,a22087,IL,16,a22078,IL,11.1211
3855,a42407,NJ,14,a40859,NJ,36.6716
4397,a44964,NY,2,a42598,NJ,14.115
5498,a61147,TN,17,a60354,TN,48.4827
698,a13179,CT,66,a13186,CT,49.2057
3650,a42019,NJ,2,a42598,NJ,14.115
2701,a30724,MD,15,a30451,MD,22.607
940,a13541,CT,57,a13101,CT,45.6509
1981,a24218,IN,4,a24882,IN,49.0342
2454,a30071,MD,15,a30451,MD,22.607
6182,a67738,VA,15,a30451,MD,22.607
659,a13138,CT,57,a13101,CT,45.6509
4952,a47897,NY,18,a46880,NY,22.6004
3672,a42064,NJ,2,a42598,NJ,14.115
1831,a22353,IL,16,a22078,IL,11.1211
959,a13571,CT,57,a13101,CT,45.6509
